Literal,row_count,unique_codes,unique_y_categories,codes,y_categories,is_duplicate_literal,same_literal_multiple_codes,same_literal_multiple_y_categories
GSRh: O Positivo,1,1,1,Z6740,Z,False,False,False
GSRh: O negativo,1,1,1,Z6741,Z,False,False,False
GSRh: O positivo,1,1,1,Z6740,Z,False,False,False
GSRh: O+,1,1,1,Z6740,Z,False,False,False
GSRh: O+(,1,1,1,Z6740,Z,False,False,False
GSRh: O+.,1,1,1,Z6740,Z,False,False,False
GSRh: o+ .,1,1,1,Z6740,Z,False,False,False
GSRh:O positivo,1,1,1,Z6740,Z,False,False,False
GSrh: O positivo,1,1,1,Z6740,Z,False,False,False
GVP,1,1,1,O480,O,False,False,False
Galactosèmia,1,1,1,2711,2,False,False,False
Gamaglobulina anti D,1,1,1,9911,9,False,False,False
Gammaglobulina anti D,1,1,1,65611,6,False,False,False
Gammaglobulinas,1,1,1,30233S1,3,False,False,False
Gammagrafia pulmonar,1,1,1,CB121ZZ,C,False,False,False
Gammagrafía ósea,1,1,1,9214,9,False,False,False
Gammapatia Monoclonal,1,1,1,D472,D,False,False,False
Gammapatia monoclonal,1,1,1,2731,2,False,False,False
Ganglio centinela,1,1,1,4011,4,False,False,False
Gardenella,1,1,1,04189,0,False,False,False
Gardenella vaginalis,1,1,1,04189,0,False,False,False
Gardnerella Vaginalis,1,1,1,B9689,B,False,False,False
Gardnerella vaginalis,1,1,1,04189,0,False,False,False
Gastrectomia,1,1,1,Z903,Z,False,False,False
Gastrectomía,1,1,1,Z903,Z,False,False,False
Gastrectomía vertical laparoscópica,1,1,1,4382,4,False,False,False
Gastritis atrófica,1,1,1,K2940,K,False,False,False
Gastritis crònica,1,1,1,K2950,K,False,False,False
Gastritis crónica,1,1,1,53510,5,False,False,False
Gastritis crónica antral,1,1,1,K2950,K,False,False,False
Gastritis crónica atrofica,1,1,1,K2940,K,False,False,False
Gastritis crónica atrófica,1,1,1,K2940,K,False,False,False
Gastritis crónica parto,1,1,1,K2950,K,False,False,False
Gastritis eosinófilica,1,1,1,K5281,K,False,False,False
Gastritis part,1,1,1,64891,6,False,False,False
Gastroenteritis,1,1,1,5589,5,False,False,False
Gastroenteritis aguda,1,1,1,K529,K,False,False,False
Gastroenteritis aguda por Salmonella entérica,1,1,1,A020,A,False,False,False
Gastrografin,1,1,1,3E0G7KZ,3,False,False,False
Gastroparesia,1,1,1,5363,5,False,False,False
Gastropatía,1,1,1,K3189,K,False,False,False
Gea,1,1,1,5589,5,False,False,False
Gea adenovirus,1,1,1,00862,0,False,False,False
Gemelar BC/BA,1,1,1,O30043,O,False,False,False
Gemelar Bicorial-Biamniótico,1,1,1,O30043,O,False,False,False
Gemelar bicorial biamniotica,1,1,1,O30043,O,False,False,False
Gemelar bicorial/biamniótica,1,1,1,O30043,O,False,False,False
Gen Protrombina part,1,1,1,O9912,O,False,False,False
Gentamicina,1,1,1,9921,9,False,False,False
Gestacion Gemelar Bicorial Biamniotica,1,1,1,O30043,O,False,False,False
Gestacion cronologicamente prolongada,1,1,1,O480,O,False,False,False
Gestacion extrauterina,1,1,1,O0090,O,False,False,False
Gestacion gemelar anteparto,1,1,1,65103,6,False,False,False
Gestacion gemelar monocorial biamniótica,1,1,1,O30033,O,False,False,False
Gestacion pretermino,1,1,1,64421,6,False,False,False
Gestacion prolongada,1,1,1,O480,O,False,False,False
Gestación Cronológicamente Prolongada,1,1,1,64511,6,False,False,False
Gestación anembrionada,1,1,1,O029,O,False,False,False
Gestación bicorial biamniótica,1,1,1,O30043,O,False,False,False
Gestación bicorial-biamniótica,1,1,1,O30043,O,False,False,False
Gestación cronologicamente prolongada,1,1,1,O480,O,False,False,False
Gestación cronológicamente prolongada,1,1,1,O480,O,False,False,False
Gestación ectópica (tubárica) izquierda,1,1,1,O00102,O,False,False,False
Gestación ectópica derecha,1,1,1,O00101,O,False,False,False
Gestación ectópica izquierda,1,1,1,O00102,O,False,False,False
Gestación ectópica tubárica derecha,1,1,1,O00101,O,False,False,False
Gestación ectópica tubárica izquierda,1,1,1,O00102,O,False,False,False
Gestación gemelar bicorial/biamniótica,1,1,1,O30043,O,False,False,False
Gestación gemelar part,1,1,1,65101,6,False,False,False
"Gestación gemelar, BC/BA",1,1,1,O30043,O,False,False,False
Gestación no controlada,1,1,1,O0930,O,False,False,False
Gestación prolongada,1,1,1,O480,O,False,False,False
Gestación sin controlar,1,1,1,O0933,O,False,False,False
Gestante de 36 semanas,1,1,1,64421,6,False,False,False
Gestante de 40 SG,1,1,1,Z3A40,Z,False,False,False
Gestante de 40+,1,1,1,O480,O,False,False,False
Gestante de 41 +1 semanas,1,1,1,Z3A41,Z,False,False,False
Glaucoma,1,1,1,H409,H,False,False,False
Glaucoma OD,1,1,1,H409,H,False,False,False
Glucemia basal alterada,1,1,1,R7301,R,False,False,False
Glucogenosis,1,1,1,2710,2,False,False,False
Goll,1,1,1,2409,2,False,False,False
Goll multinodular,1,1,1,2411,2,False,False,False
Gonalgia derecha,1,1,1,M25561,M,False,False,False
Gonalgias,1,1,1,M25569,M,False,False,False
Gonartrosis bilateral,1,1,1,M170,M,False,False,False
Gonartrosis de rodilla,1,1,1,M179,M,False,False,False
Gonastrosis,1,1,1,M1710,M,False,False,False
Gonastrosis bilateral,1,1,1,M170,M,False,False,False
Gran extracción,1,1,1,10D07Z8,1,False,False,False
Granuloma hepatico,1,1,1,K753,K,False,False,False
Granuloma hepática,1,1,1,K753,K,False,False,False
Granuloma hepático,1,1,1,K753,K,False,False,False
Granuloma pulmonar,1,1,1,J984,J,False,False,False
Granulomas esplénicos,1,1,1,28959,2,False,False,False
Granulomas hepaticos,1,1,1,K753,K,False,False,False
Granulomatosis de Wegener,1,1,1,4464,4,False,False,False
Graves Basedow,1,1,1,E0500,E,False,False,False
Graves-Basedow,1,1,1,E0500,E,False,False,False
Grip,1,1,1,4871,4,False,False,False
Grip A,1,1,1,J101,J,False,False,False
Gripe A positivo,1,1,1,J101,J,False,False,False
Grup Sanguini: 0+,1,1,1,Z6740,Z,False,False,False
Grupo 0 Positivo,1,1,1,Z6740,Z,False,False,False
Grupo 0 RH +,1,1,1,Z6741,Z,False,False,False
Grupo 0 Rh POSITIVO,1,1,1,Z6740,Z,False,False,False
Grupo 0 Rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo 0 negativo,1,1,1,Z6741,Z,False,False,False
Grupo 0 positivo,1,1,1,Z6740,Z,False,False,False
Grupo 0+,1,1,1,Z6740,Z,False,False,False
Grupo 0+.,1,1,1,Z6740,Z,False,False,False
Grupo A,1,1,1,Z6710,Z,False,False,False
Grupo A NEGATIVO,1,1,1,Z6711,Z,False,False,False
Grupo A Positivo,1,1,1,Z6710,Z,False,False,False
Grupo A Rh +,1,1,1,Z6710,Z,False,False,False
Grupo A Rh+,1,1,1,Z6710,Z,False,False,False
Grupo A negativo,1,1,1,Z6711,Z,False,False,False
Grupo A positivo,1,1,1,Z6710,Z,False,False,False
Grupo A+,1,1,1,Z6710,Z,False,False,False
Grupo B Rh negativo,1,1,1,Z6721,Z,False,False,False
Grupo B Rh positivo,1,1,1,Z6720,Z,False,False,False
Grupo B+,1,1,1,Z6720,Z,False,False,False
Grupo O +,1,1,1,Z6740,Z,False,False,False
"Grupo O +,",1,1,1,Z6740,Z,False,False,False
Grupo O+,1,1,1,Z6740,Z,False,False,False
Grupo Sanguíneo : A +,1,1,1,Z6710,Z,False,False,False
Grupo Sanguíneo Materno: 0,1,1,1,Z6740,Z,False,False,False
Grupo Sanguíneo Materno: 0 NEGATIVO,1,1,1,Z6741,Z,False,False,False
Grupo Sanguíneo Materno: A,1,1,1,Z6710,Z,False,False,False
Grupo Sanguíneo Materno: A NEGATIVO,1,1,1,Z6711,Z,False,False,False
Grupo Sanguíneo Materno: AB,1,1,1,Z6730,Z,False,False,False
Grupo Sanguíneo Materno: AB NEGATIVO,1,1,1,Z6731,Z,False,False,False
Grupo Sanguíneo Materno: AB POSITIVO,1,1,1,Z6730,Z,False,False,False
Grupo materno A positivo,1,1,1,Z6710,Z,False,False,False
Grupo materno: A positivo,1,1,1,Z6710,Z,False,False,False
Grupo rh: A+,1,1,1,Z6710,Z,False,False,False
Grupo sang materno: 0 positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguineo B positivo,1,1,1,Z6720,Z,False,False,False
Grupo sanguineo O+..,1,1,1,Z6740,Z,False,False,False
Grupo sanguineo materno 0 positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguineo materno 0 rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguineo materno A positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguineo materno A rh positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguineo materno A+,1,1,1,Z6710,Z,False,False,False
Grupo sanguineo materno AB +,1,1,1,Z6730,Z,False,False,False
Grupo sanguineo materno O Rh positivo,1,1,1,Z6740,Z,False,False,False
"Grupo sanguineo materno, A+",1,1,1,Z6710,Z,False,False,False
Grupo sanguineo materno: A Rh positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguineo materno: A positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguineo: A Rh; positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguineo: A rh positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguineo: A+,1,1,1,Z6710,Z,False,False,False
Grupo sanguineo: AB Rh: positivo,1,1,1,Z6730,Z,False,False,False
Grupo sanguineo: B+,1,1,1,Z6720,Z,False,False,False
Grupo sanguíneo 0 RH Positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo 0+,1,1,1,Z6740,Z,False,False,False
"Grupo sanguíneo 0, Rh: Negativo",1,1,1,Z6741,Z,False,False,False
"Grupo sanguíneo 0, Rh: POSITIVO",1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo :AB+,1,1,1,Z6730,Z,False,False,False
Grupo sanguíneo A POSITIVO,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo A+,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo AB +,1,1,1,Z6730,Z,False,False,False
Grupo sanguíneo B Rh positivo,1,1,1,Z6720,Z,False,False,False
Grupo sanguíneo B+,1,1,1,Z6720,Z,False,False,False
Grupo sanguíneo O Rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo materno 0 rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo materno 0+,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo materno A positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo materno A rh positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo materno A+,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo materno B negativo,1,1,1,Z6721,Z,False,False,False
Grupo sanguíneo materno B positivo,1,1,1,Z6720,Z,False,False,False
"Grupo sanguíneo materno: 0 , Rh: Negativo",1,1,1,Z6741,Z,False,False,False
"Grupo sanguíneo materno: 0 , Rh: Positivo",1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo materno: 0 Positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo materno: 0 Rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo materno: 0 Rh: positivo,1,1,1,Z6740,Z,False,False,False
"Grupo sanguíneo materno: 0, Rh: Positivo",1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo materno: A +,1,1,1,Z6710,Z,False,False,False
"Grupo sanguíneo materno: A , Rh: Negativo",1,1,1,Z6711,Z,False,False,False
Grupo sanguíneo materno: A Rh negativo,1,1,1,Z6711,Z,False,False,False
"Grupo sanguíneo materno: A, Rh: +",1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo materno: B positivo,1,1,1,Z6720,Z,False,False,False
Grupo sanguíneo materno: O Rh positivo,1,1,1,Z6740,Z,False,False,False
"Grupo sanguíneo materno:0 , Rh:+",1,1,1,Z6740,Z,False,False,False
"Grupo sanguíneo, A Rh positivo",1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo. 0+,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: 0,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: 0 Negativo,1,1,1,Z6741,Z,False,False,False
Grupo sanguíneo: 0 RH +,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: 0 Rh +,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: 0 Rh negativo,1,1,1,Z6741,Z,False,False,False
Grupo sanguíneo: 0 Rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: 0 negativo,1,1,1,Z6741,Z,False,False,False
Grupo sanguíneo: 0 rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: 0+,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: 0+.,1,1,1,Z6740,Z,False,False,False
"Grupo sanguíneo: 0, Rh: +",1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: A (+),1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A + -,1,1,1,Z6710,Z,False,False,False
"Grupo sanguíneo: A +,",1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A +.,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A Positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A Rh negativo,1,1,1,Z6711,Z,False,False,False
Grupo sanguíneo: A Rh positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A Rh: +,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A negativo,1,1,1,Z6711,Z,False,False,False
Grupo sanguíneo: A positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A rh positivo,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A+,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A+ (,1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: A+.,1,1,1,Z6710,Z,False,False,False
"Grupo sanguíneo: A, +",1,1,1,Z6710,Z,False,False,False
"Grupo sanguíneo: A, Rh: positivo",1,1,1,Z6710,Z,False,False,False
Grupo sanguíneo: AB Negativo,1,1,1,Z6731,Z,False,False,False
Grupo sanguíneo: AB+,1,1,1,Z6730,Z,False,False,False
Grupo sanguíneo: B +,1,1,1,Z6720,Z,False,False,False
Grupo sanguíneo: B Negativo,1,1,1,Z6721,Z,False,False,False
Grupo sanguíneo: B POSITIVO,1,1,1,Z6720,Z,False,False,False
Grupo sanguíneo: B negativo,1,1,1,Z6721,Z,False,False,False
Grupo sanguíneo: B negtivo,1,1,1,Z6721,Z,False,False,False
Grupo sanguíneo: B+,1,1,1,Z6720,Z,False,False,False
"Grupo sanguíneo: B, Rh: NEGATIVO",1,1,1,Z6721,Z,False,False,False
"Grupo sanguíneo: B, Rh; positivo",1,1,1,Z6720,Z,False,False,False
Grupo sanguíneo: O (+),1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: O +,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: O +.,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: O POSITIVO,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: O Rh negativo,1,1,1,Z6741,Z,False,False,False
Grupo sanguíneo: O Rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: O Rh: POSITIVO,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: O Rh:positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: O negativo,1,1,1,Z6741,Z,False,False,False
Grupo sanguíneo: O positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: O rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: O+,1,1,1,Z6740,Z,False,False,False
"Grupo sanguíneo: O, +",1,1,1,Z6740,Z,False,False,False
"Grupo sanguíneo: O, Rh: +",1,1,1,Z6740,Z,False,False,False
"Grupo sanguíneo: O, Rh: negativo",1,1,1,Z6741,Z,False,False,False
Grupo sanguíneo: o Rh +,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo: o+,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo:0 Rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo:0+,1,1,1,Z6740,Z,False,False,False
Grupo sanguíneo:A+,1,1,1,Z6710,Z,False,False,False
Grupo y RH: A positivo,1,1,1,Z6710,Z,False,False,False
Grupo y Rh materno A positivo,1,1,1,Z6710,Z,False,False,False
Grupo y Rh: A positivo,1,1,1,Z6710,Z,False,False,False
Grupo y Rh: O +,1,1,1,Z6740,Z,False,False,False
Grupo y Rh: O positivo,1,1,1,Z6740,Z,False,False,False
Grupo y Rh: O+,1,1,1,Z6740,Z,False,False,False
Grupo: 0 Positivo,1,1,1,Z6740,Z,False,False,False
Grupo: 0 Rh positivo,1,1,1,Z6740,Z,False,False,False
Grupo: 0 positivo,1,1,1,Z6740,Z,False,False,False
Grupo: 0+,1,1,1,Z6740,Z,False,False,False
Grupo: 0+.,1,1,1,Z6740,Z,False,False,False
Grupo: A Rh negativo,1,1,1,Z6711,Z,False,False,False
Grupo: A Rh: negativo,1,1,1,Z6711,Z,False,False,False
Grupo: B Rh positivo,1,1,1,Z6720,Z,False,False,False
Grupo:0 Positivo,1,1,1,Z6740,Z,False,False,False
Grupo:B+,1,1,1,Z6720,Z,False,False,False
GsRH: A positivo,1,1,1,Z6710,Z,False,False,False
GsRH: O +,1,1,1,Z6740,Z,False,False,False
"GsRH: O +,",1,1,1,Z6740,Z,False,False,False
GsRH: O positivo (,1,1,1,Z6740,Z,False,False,False
GsRH: O+,1,1,1,Z6740,Z,False,False,False
GsRh A positivo,1,1,1,Z6710,Z,False,False,False
GsRh O+,1,1,1,Z6740,Z,False,False,False
GsRh: A positivo,1,1,1,Z6710,Z,False,False,False
GsRh: O negativo,1,1,1,Z6741,Z,False,False,False
GsRh: O+,1,1,1,Z6740,Z,False,False,False
GsrH: A positiu,1,1,1,Z6710,Z,False,False,False
GsrH: A positivo,1,1,1,Z6710,Z,False,False,False
GsrH: O positivo,1,1,1,Z6740,Z,False,False,False
Guillen Barre,1,1,1,G610,G,False,False,False
H TVP,1,1,1,V1251,V,False,False,False
H Zóster,1,1,1,0539,0,False,False,False
H pylori,1,1,1,04186,0,False,False,False
H.Pylori,1,1,1,04186,0,False,False,False
H.Pylori (++).,1,1,1,04186,0,False,False,False
H04.321,1,1,1,H04321,H,False,False,False
H25.13,1,1,1,H2513,H,False,False,False
H25.9,1,1,1,H259,H,False,False,False
H33.002,1,1,1,H33002,H,False,False,False
H33.031,1,1,1,H33031,H,False,False,False
H40.151,1,1,1,H40151,H,False,False,False
H47.11,1,1,1,H4711,H,False,False,False
H49.20,1,1,1,H4920,H,False,False,False
H60.311,1,1,1,H60311,H,False,False,False
H61.031,1,1,1,H61031,H,False,False,False
H65.191,1,1,1,H65191,H,False,False,False
H66.001,1,1,1,H66001,H,False,False,False
HA Ca recto,1,1,1,V1006,V,False,False,False
HALLUX VALGUS PIE IZQUIERDO,1,1,1,M2012,M,False,False,False
HALLUX VALGUS izquierdo,1,1,1,M2012,M,False,False,False
HARTMANN,1,1,1,0D1N0Z4,0,False,False,False
HBA,1,1,1,4262,4,False,False,False
HBAI,1,1,1,4262,4,False,False,False
HBP intervenida,1,1,1,V4577,V,False,False,False
HBPM,1,1,1,Z7901,Z,False,False,False
HD,1,1,1,Z992,Z,False,False,False
HEMANGIOMAS HEPÁTICOS,1,1,1,D1803,D,False,False,False
HEMATIES,1,1,1,30233N1,3,False,False,False
HEMATOMA EPISIOTOMIA,1,1,1,O902,O,False,False,False
HEMATURIA MACROSCÓPICA,1,1,1,R310,R,False,False,False
HEMICOLECTOMÍA,1,1,1,Z9049,Z,False,False,False
HEMOPERITONEO,1,1,1,K661,K,False,False,False
HEMORRAGIA POST PARTO. -,1,1,1,O721,O,False,False,False
HEMORRAGIA POSTPARTO,1,1,1,O721,O,False,False,False
HEMORROIDE,1,1,1,K649,K,False,False,False
HEPATOBLASTOMA,1,1,1,1550,1,False,False,False
HERIDA ENCIA,1,1,1,87362,8,False,False,False
HERNIA DISCAL L3-L4,1,1,1,M5126,M,False,False,False
"HERNIA DISCAL L4-L5,",1,1,1,M5126,M,False,False,False
HERNIA DISCAL L5-S1,1,1,1,M5127,M,False,False,False
HERNIA EPIGÁSTRICA,1,1,1,K439,K,False,False,False
HERNIA HIATAL,1,1,1,5533,5,False,False,False
HERNIA INGUINAL BILATERAL,1,1,1,K4020,K,False,False,False
HERNIA INGUINAL DERECHA,1,1,1,K4090,K,False,False,False
HERNIA INGUINAL IZQUIERDA,1,1,1,K4090,K,False,False,False
HERNIA UMBILICAL malla,1,1,1,0WUF0JZ,0,False,False,False
"HERNIA UMBILICAL,",1,1,1,K429,K,False,False,False
HERNIOPLASTIA INGUINAL BILATERAL malla,1,1,1,0YUA0JZ,0,False,False,False
HERNIOPLASTIA INGUINAL DERECHA,1,1,1,0YU50JZ,0,False,False,False
HERNIOPLASTIA INGUINAL Derecha con malla,1,1,1,0YU50JZ,0,False,False,False
HERNIOPLASTIA INGUINAL IZQUIERDA,1,1,1,0YU60JZ,0,False,False,False
HERNIORRAFIA UMBILICAL,1,1,1,0WUF4JZ,0,False,False,False
HID recidivada,1,1,1,K4091,K,False,False,False
HIDRONEFROSIS LITIASIS,1,1,1,N132,N,False,False,False
HIDRONEFROSIS congenita,1,1,1,Q6211,Q,False,False,False
HIDROSADENITIS inguinal,1,1,1,L732,L,False,False,False
HIDROSALPINX IZQUIERDO,1,1,1,N7011,N,False,False,False
HIJO DE MADRE DIABETICA,1,1,1,P701,P,False,False,False
HIPERCOLESTEROLEMIA,1,1,1,E7800,E,False,False,False
HIPERCOLESTEROLÈMIA,1,1,1,E7800,E,False,False,False
HIPERCOLESTEROLÈMIA PURA,1,1,1,E7800,E,False,False,False
HIPEREMESIS GRAVIDICA,1,1,1,O210,O,False,False,False
HIPEREMESIS GRAVÍDICA,1,1,1,O210,O,False,False,False
HIPEREOSINOFILIA,1,1,1,2883,2,False,False,False
HIPERGLUCEMIA,1,1,1,R739,R,False,False,False
HIPERLIPIDÈMIA,1,1,1,E785,E,False,False,False
HIPERNATREMIA,1,1,1,E870,E,False,False,False
HIPERPARATIROIDISMO SECUNDARIO,1,1,1,E211,E,False,False,False
HIPERPARATIROIDIsMO PRIMARIO,1,1,1,E210,E,False,False,False
HIPERPLASIA SUPRARRENAL CONGÉNITA,1,1,1,E250,E,False,False,False
HIPERTENSION ESENCIAL,1,1,1,I10,I,False,False,False
HIPERTENSIÓ irc,1,1,1,40390,4,False,False,False
HIPERTENSIÓN ESENCIAL,1,1,1,I10,I,False,False,False
HIPERTENSIÓN PORTAL,1,1,1,K766,K,False,False,False
HIPERTIROIDISMO AUTOINMUNE,1,1,1,E0590,E,False,False,False
HIPERTROFIA NO ESPECIFICADA DE VULVA,1,1,1,N9060,N,False,False,False
HIPERTROFIA UTERO,1,1,1,6212,6,False,False,False
HIPERURICÈMIA,1,1,1,E790,E,False,False,False
HIPOACUSIA BILATERAL,1,1,1,H9193,H,False,False,False
HIPOESTESIA,1,1,1,7820,7,False,False,False
HIPOGLICEMIA,1,1,1,E162,E,False,False,False
HIPOGLUCEMIA NEONATAL,1,1,1,P704,P,False,False,False
HIPOGLUCEMIA NEONATAL PRECOZ,1,1,1,P704,P,False,False,False
HIPOPLASICO cae,1,1,1,74402,7,False,False,False
HIPOSPADIAS SUBCORONAL,1,1,1,Q540,Q,False,False,False
HIPOTIR PARTO,1,1,1,O99284,O,False,False,False
HIPOTIROIDISMO,1,1,1,E039,E,False,False,False
HIPOTIROIDISMO POR LITIO,1,1,1,T43595S,T,False,False,False
HIPOTIROIDISMO part,1,1,1,O99284,O,False,False,False
HIPOTIROÏDISME,1,1,1,2449,2,False,False,False
HISTERECTOMIA LAPAROSCOPICA,1,1,1,0UT94ZZ,0,False,False,False
HISTERECTOMIA TOTAL,1,1,1,0UT90ZZ,0,False,False,False
HISTERECTOMIA VIA VAGINAL,1,1,1,0UT97ZZ,0,False,False,False
HISTERECTOMÍA,1,1,1,0UT90ZZ,0,False,False,False
HISTERECTOMÍA ABDOMINAL,1,1,1,0UT90ZZ,0,False,False,False
HISTERECTOMÍA LAPAROSCOPIA,1,1,1,0UT94ZZ,0,False,False,False
HISTERECTOMÍA SUBTOTAL,1,1,1,0UT90ZL,0,False,False,False
HISTERECTOMÍA TOTAL LAPAROSCÓPICA,1,1,1,0UT94ZZ,0,False,False,False
HISTERECTOMÍA TOTAL SIMPLE,1,1,1,0UT90ZZ,0,False,False,False
HISTERECTOMÍA TOTAL lap,1,1,1,0UT94ZZ,0,False,False,False
HISTERECTOMÍA TOTAL laparoscopica,1,1,1,0UT94ZZ,0,False,False,False
HISTERECTOMÍA laPAROSCÓPICA,1,1,1,0UT94ZZ,0,False,False,False
HISTERECTOMÍA total abd,1,1,1,0UTC0ZZ,0,False,False,False
HISTEROSCÓPICA QUIRÚRGICA,1,1,1,0UB98ZZ,0,False,False,False
HISTORIA CA MAMA,1,1,1,V103,V,False,False,False
HISTORIA infecciones de orina,1,1,1,V1302,V,False,False,False
HITERECTOMIA,1,1,1,Z90710,Z,False,False,False
HIV,1,1,1,Z21,Z,False,False,False
HIV part,1,1,1,Z21,Z,False,False,False
HIV parto,1,1,1,Z21,Z,False,False,False
HIerro,1,1,1,9929,9,False,False,False
HIpotiroidismo,1,1,1,E039,E,False,False,False
HLP,1,1,1,E785,E,False,False,False
HOSP,1,1,1,E8497,E,False,False,False
HOSp,1,1,1,E8497,E,False,False,False
HPB,1,1,1,60020,6,False,False,False
HPV,1,1,1,B977,B,False,False,False
HT pulmonar,1,1,1,I2720,I,False,False,False
HTA Enfermedad renal crónica estadio IIIA,1,1,1,I129,I,False,False,False
HTA Pulmonar,1,1,1,I2720,I,False,False,False
HTA anteparto,1,1,1,64203,6,False,False,False
HTA en gestante,1,1,1,64231,6,False,False,False
HTA gestacional,1,1,1,O133,O,False,False,False
HTA gestacional anteparto,1,1,1,64233,6,False,False,False
HTA gestacional part,1,1,1,O134,O,False,False,False
HTA iRC 5 icc,1,1,1,I509,I,False,False,False
HTA irc 2,1,1,1,I129,I,False,False,False
HTA irc 3b,1,1,1,N1832,N,False,False,False
HTA madre rn,1,1,1,P000,P,False,False,False
HTAIRC,1,1,1,40390,4,False,False,False
HTAP,1,1,1,I2720,I,False,False,False
HTP moderada,1,1,1,I2720,I,False,False,False
Ha dejado de fumar,1,1,1,Z87891,Z,False,False,False
Hallux valgus 3,1,1,1,0QBP3ZZ,0,False,False,False
Hallux valgus derecho,1,1,1,M2011,M,False,False,False
Hallux valgus izquierdo 3,1,1,1,0Q8P3ZZ,0,False,False,False
Hallux valgus pie izquierdo,1,1,1,M2012,M,False,False,False
Hashimoto part,1,1,1,E063,E,False,False,False
Hemangioma Hepatico,1,1,1,D1803,D,False,False,False
Hemangioma hepatico,1,1,1,22804,2,False,False,False
Hemangiomas hepáticos,1,1,1,D1803,D,False,False,False
Hemartrosi genoll,1,1,1,71916,7,False,False,False
Hematoma postIQ,1,1,1,99812,9,False,False,False
Hematoma postquirurgic,1,1,1,99812,9,False,False,False
Hematoma sobreinfectado,1,1,1,99812,9,False,False,False
Hematoquecia,1,1,1,K921,K,False,False,False
Hematosalpinx,1,1,1,N836,N,False,False,False
Hematuria,1,1,1,R319,R,False,False,False
Hematèmesi,1,1,1,K920,K,False,False,False
Hematúria,1,1,1,R319,R,False,False,False
Hematúria macroscòpica,1,1,1,59971,5,False,False,False
Hemianòpsia esquerra,1,1,1,H53452,H,False,False,False
Hemibloqueo anterior,1,1,1,4262,4,False,False,False
Hemibloqueo anterior de rama izquierda,1,1,1,I444,I,False,False,False
