dataset,Literal_required_clean,token_len
train,OOFORECTOMÍA IZQUIERDA LAPAROSCÓPICA.,16
train,LOE ESPLÉNICA,8
train,Dislipemia,3
train,pielonefritisaguda,5
train,neoplasia de mama izquierda,6
train,Anexectomía,5
train,NEFROSTOMÍA,6
train,ÚTERO MIOMATOSO,8
train,diplejia espastica,6
train,SAos,4
train,EXFUMADOR,6
train,presincopales,5
train,obito fetal parto,6
train,dorsalgi,4
train,anemia part,4
train,TC abd,4
train,SINCOPE,5
train,pieloplástia,5
train,fallo hepatico,4
train,Analgesia endovenosa,4
train,35 años,4
train,Anosmia,5
train,Desviacion septal,6
train,Displàsia cervical parto,8
train,CENS 2,5
train,Esferocitosis Hereditaria,7
train,Grupo sanguíneo: O negativo,7
train,estenosis uretra,4
train,Anti-D,5
train,METRORRAGIA ANEMIZANTE,11
train,ECOtv,4
train,ltb,5
train,historia NEO VESICAL,8
train,Síndrome de Gilbert,5
train,Diabetis,5
train,RE: POSITIVOS,6
train,aorta bicúspide,5
train,expansor mama der,6
train,ENF ANTEPARTO,6
train,caida en su domicilio,6
train,cardiopatia hta icc,8
train,neoplasia digestivo,4
train,meropenem,3
train,Alérgica al níquel,6
train,"Dolor, genoll esquerre",7
train,Infertilidad primaria,5
train,anémia posparto,6
train,ADENOAMIGDALECTOMIA,9
train,Ca mama derecha,5
train,Degeneración macular asociada a la edad,9
train,dolor articular,4
train,Carcinoma seroso papilar,5
train,Plagiocefalia,5
train,sop,4
train,cos estrany esofagic,9
train,MADDEN DERECHA,5
train,desgarros de 1er grado,7
train,epilèptiques,6
train,hemiplejía izquierda,5
train,CIV parto,4
train,bicorial biamniótica,8
train,O43.022,7
train,ligadura tubárica 2,6
train,escoliosis CONGENITA,6
train,neumonia covid,4
train,Hepatopatía enólica,6
train,Fracaso renal agudo obstructivo,6
train,Grupo sanguíneo: 0+,7
train,Portadora de DIU,5
train,Historia de meningitis,5
train,BSGC INGUINAL BILATERAL,9
train,absceso mama,4
train,antibiòtic,5
train,ECOgrafía abdominal,5
train,40 +4 setmanes,7
train,Hipotiroidismo congénito,4
train,ECO Doppler renal,5
train,retirada doble j,5
train,oxigeno,3
train,corticosteroides,3
train,hernia supraumbilical,5
train,Sinusopatía frontal izquierda,7
train,Pielonefritis de repetición,6
train,29 sem,4
train,Granulomas esplénicos,7
train,distocia,5
train,salpinguectomía derecha,7
train,Leiomiosarcoma uterino,7
train,Diabetes gestacional - dieta,6
train,Quemadura 2 Mano izquierda,7
train,sobreinfección respiratoria,4
train,DVP,4
train,Sospecha de pérdida de bienestar fetal,8
train,Anemia PARTO,5
train,Endometritis puerperal,5
train,Atelectasias,4
train,Eco 3t gemelo,6
train,Nefrectomía radical dreta laparoscópia,9
train,ECOGRAFIA TV,5
train,verruga vulvar,4
train,Anemia ferropénica secundaria a pérdidas digestivas,8
train,Eco 1t,5
train,LINFADENECTOMÍA pARA-AÓRTICA,13
train,RPM pp 1,6
train,Colon irritable,4
train,quimioteràpia,4
train,RX tórax,4
train,laceración en labio,6
train,anexectomia derecha lap,7
train,Portadora de marcapasos DDD,6
train,Desgarro IIIC,6
train,Taquicardia supraventricular Paroxistica,7
train,Bronquitis aguda no especificada,6
train,tumorectomia Mama izquierda,6
train,Anemia microcítica,5
train,expansor,4
train,Poliposis nasal,5
train,cistitis intersticial,4
train,TC CRANEAL,4
train,Parto gemelar,4
train,Historia de FX,5
train,legrado evacuador obstétrico,7
train,balón de Cook,5
train,Intertrigo candidiasico,8
train,laparoscopia exploradora,5
train,Obesitat ANTEPARTO,8
train,RM Craneal,5
train,ha Carcinoma basocelular,5
train,Hombro doloroso,4
train,Discapacidad intelectual,4
train,atb,4
train,síncope,3
train,Sd Raynaud parto,5
train,hidronefrosis congenita,6
train,Lactancia artificial,4
train,LLC -B,5
train,ANTIBIOTERAPIA INTRAVENOSA,8
train,"Grupo sanguineo materno, A+",9
train,eventracion,5
train,LUES latente,5
train,Cataratas,3
train,Proctalgia,4
train,rubéola no inmune,5
train,tac Craneal,5
train,Grupo A Rh +,6
train,Espondilitis anquilosante parto,6
train,dilatacion laringe,5
train,TAC abdomen con contraste,6
train,historia ca MAMA,6
train,Sinusitis crónica,6
train,Laringitis aguda,5
train,espàtules,6
train,Estancamiento pondoestatural,8
train,Artritis rodilla,4
train,prematuridad 1250,5
train,Quiste hidatídico,6
train,Portador de marcapasos,5
train,HA Ca recto,5
train,linfadenectomía pélvica,4
train,Abdominalgia en gestante,7
train,ureteroscopia izquierda,6
train,No Progresión de Parto,6
train,vetigen periférico,6
train,Bronquiolitis VRS,5
train,Rubéola: NO Inmune,9
train,LAparoscopia,5
train,Mastectomia bilateral,5
train,BRONQUIECTASIAS infecc,10
train,TIRA TARSAL pi od,8
train,Síndrome de transfusión fetofetal anteparto,9
train,gcp,4
train,Bronquitis crónica,4
train,quistes hepáticas,4
train,M1 hepáticas,5
train,Hipotiroidismo PART,4
train,Hipertensió,4
train,: III plano OP,7
train,DIABETES GESTACIONAL CON INSULINA,9
train,acidosis,3
train,Alergia niquel,5
train,Insomnio,3
train,infección respiratoria de vías altas,7
train,Adenoidectomía 2,5
train,Desgarro 3 GRADO,6
train,hta irc 5,7
train,atrofia renal derecha,5
train,sobreinfeccio respiratoria,6
train,anemizante,5
train,iot,4
train,membranas desgarradas,5
train,Edema de Reinke,6
train,Urticaria Crónica Idiopática,8
train,Dispareunia,6
train,Cesarea Anterior,5
train,Hipertensión Enfermedad renal crónica estadío 4,8
train,LAL,4
train,sma,4
train,Esclerosis múltiple,4
train,Papiloma mama izquierda,5
train,Quiste tiroideos parto,5
train,sobreinfección,3
train,Prótesis de rodilla bilateral,6
train,miocardiopatía hipertrófica,4
train,Exéresis labio inferior,6
train,Dislpiemia,6
train,gammaglobulina anti-d,7
train,: 0 Rh POSITIVO,7
train,PROPESS,4
train,Crisis epiléptica,4
train,ECO torax,4
train,EMFERMEDAD DE MEMBRANA HIALINA,14
train,madden derecha,5
train,Escoliosis dorso-lumbar,8
train,Divertículos colónicos,6
train,Hipercolesterolemia,3
train,legrado puerperal,5
train,40 +4 sg,7
train,Colestasis parto,6
train,Condromalacia de rótula,8
train,Prematuridad 33,6
train,Lumbalgia,3
train,hemoperitoneo post punción folicular,7
train,Bronquitis crónica parto,5
train,paralisis cerebral,5
train,BIOPSIAS MÚLTIPLES vejiga,10
train,40 +4 SG,6
train,RPM,4
train,Alergias: Metamizol,5
train,40+3 sem,6
train,RABA,5
train,artrogriposis congénita,6
train,Macrosomía parto,6
train,alzeimer,5
train,CARCINOMA UROTELIAL PAPILAR,10
train,RTU-vejiga,6
train,ferroterápia,6
train,Historia de Quimioterapia,5
train,hipotiroidismo 3t,5
train,RAO posparto,4
train,Covid parto,4
train,HTA en gestante,5
train,Sarcoidosis parto,5
train,Mioma parto,5
train,infeccion cateter periferica,5
train,bronquiolitis vrs rn,7
train,pediculosis capilar,5
train,bacteriuria,3
train,Déficit vit B12 part,7
train,Febre,4
train,HIPOTIROIDISMO parto,8
train,cistectomía radical laparoscópica,6
train,colporrafia anterior,6
train,HISTERECTOMÍA abdominal RADICAL,9
train,ecografía abdominal,4
train,rTU,4
train,diabetes gestacional,4
train,Infección de la herida quirúrgica,7
train,Presentación podálica,5
train,Tuberculosis pulmonar,4
train,Liquido teñido,6
train,HELLP,5
train,desgarro clítoris,4
train,Historia de fx,5
train,rx abdominal,4
train,Biopsia cervix,5
train,diastasis rectos,5
train,Analgèsia,5
train,fiebre puerperal,4
train,Mola parcial,5
train,insulinoterapia,4
train,GS A (+) positivo,6
train,pionefrosis,5
train,esteatosis,3
train,Part,3
train,Antracosis,5
train,meningitis bacteriana,4
train,desorientación,3
train,Feto PEG,5
train,Déficit de vitamina B12,7
train,fumadora parto,4
train,Celiaca part,5
train,brca2,5
train,útero bicorne part,7
train,eco gemelos 2t,6
train,biopsias vaginales,4
train,plastia anterior fascial,7
train,Ecotv,4
train,Cistoadenoma,5
train,Mastectomia,4
train,mamoplastia de aumento,5
train,Ecografía,3
train,ECO TV1,5
train,Canalización de vía periferica,7
train,Insuficiencia suprarrenal,4
train,lesiones isquémicas de pequeño vaso,7
train,Ulceras gastroduodenal,5
train,Tiroiditis parto,5
train,abscés tubo-ovàric,9
train,doppler tsa,5
train,Alzehimer 2,7
train,BMN parto,5
train,orquidopexia izquierda,6
train,Hipotiroidismo 3t,5
train,PROSTATECTOMÍA RADICAL,10
train,vive en la calle,6
train,17 semanas,4
train,asma parto,4
train,Grupo: 0 Rh positivo,7
train,Cérvicitis crónica,8
train,rn2,5
train,Mastoidectomía abierta,5
train,dm 1,5
train,aumento mamario,4
train,Fractura de radio distal izquierdo,7
train,depresion parto,5
train,Colecistitis aguda litiásica,6
train,mastoiditis,4
train,Artrosis rodilla,4
train,Gestación gemelar,5
train,CMV parto,4
train,Grupo 0+.,5
train,protesi mamária,6
train,Historia de Infarto lacunar,6
train,historia part prematuro,5
train,40+5 SG,6
train,polipo adenomatoso,6
train,DL,3
train,Historia de TBC,5
train,robótico lap,6
train,Portadora de audífono,6
train,hábito enhólico,6
train,fractura cranial,5
train,65961,5
train,Diabetes gestacional anteparto,6
train,LINFADENECTOMIA AXILAR DERECHA,11
train,Torsión ovárica derecha,6
train,Ictericia rn,5
train,ORGANO,5
train,trombopenia parto,4
train,hipoglicemia,4
train,VIH+ part,5
train,Displasia cortical,5
train,trombofilia part,4
train,endometriosis trompa,4
train,amniocentesis,3
train,Polidipsia,5
train,Vertigo periferico,6
train,Vive en residencia,5
train,QUISTES HEPÁTICOS,8
train,Biopsia piel,4
train,Carcinoma urotelial de alto grado,7
train,OMENTECTOMIA,7
train,nalgas,3
train,Grupo:B+,6
train,urticaria cronica parto,5
train,infeccion qx,5
train,instilacion vesical,6
train,Obesidad mórbida,4
train,geu izquierdo,5
train,enterococcus faecalis,5
train,TC torax,4
train,déficit IgA,4
train,salpinguectomia geu izq lap,11
train,Vive sola,4
train,Artritis Reumatoide,4
train,gluten,3
train,Hepatitis B parto,5
train,Alergia a polen,5
train,Migrañas parto,5
train,Epilepsia parto,4
train,Acidosis metabólica,5
train,metoclopramida,3
train,cervicitis cronica,6
train,Historia de tuberculosa,5
train,colelitiais parto,7
train,Síndrome ansiosodepresivo,5
train,hipotiroidismo parto,4
train,anti d jose,6
train,hiperventilación,3
train,tumorectomia mama izq,6
train,Hiperglucemia,4
train,HIPOTIROÏDISME part,10
train,multiparidad,5
train,Encefalopatía,4
train,Desgarro labios,5
train,GS Rh: A positivo,7
train,hta irc terminal,7
train,Wegener,5
train,Mastectomia bilateral,5
train,Hipotiroidismo parto,4
train,hipotroidismo part,6
train,pna 3t,6
train,endometriosis pélvica,4
train,deterioro de función renal,6
train,dabigatrán,3
train,infeccion de herida quirurgica,6
train,Quiste mama izquierda,5
train,Anemia ferropénica part,5
train,bronquiectasias,3
train,queilorrafia,6
train,Cesárea ant,4
train,stp,4
train,Ecografia obstétrica,5
train,neoplasia retroperitoneo,5
train,EXPANSOR mama izq,8
train,Maladaptacion pulmonar,6
train,Tumorectomía mama d,6
train,Hipoglucemias,5
train,BSGC d,6
train,Amniorrexis espontánea,8
train,Fx 1/3 medio clavícula DER,9
train,Staphylococcus haemolyticus,7
train,Sobrepeso part,5
train,Retinosis pigmentaria,5
train,salpinguectomía bilateral,7
train,sdme ansioso-depresivo parto,8
train,corticoideo,3
train,Cannabis part,4
train,bloqueo de rama derecha,6
train,AL.LÈRGIES Penicil·lines,14
train,robótica lap,5
train,Enterobacter cloacae,7
train,TSVD,4
train,Gastropatía,4
train,distocia de hombros,7
train,Hipoacudia neurosensorial bilateral,7
train,biopsia selectiva de ganglio centinela,7
train,Angina de esfuerzo,5
train,cesarea ant,5
train,ALERGIAS: Sulfamidas,8
train,Ecografía cerebral,4
train,anemia part,4
train,Hipotiroidismo postoperatorio part,5
train,40 + 3 semanas,6
train,bardicardia,6
train,Insufiencia renal crónica,7
train,Alergica a la Penicilina,8
train,absceso tubo-ovarico,8
train,ecografia abdominal,4
train,miopia part,5
train,Miopía part,5
train,CARCINOMATOSIS PERITONEAL,11
train,graves,3
train,vuelta de cordón laxa,7
train,hematemesis,4
train,Cirugia endoscópica nasosinusal 2,8
train,EXPULSIVO PROLONGADO,9
train,TC crani,5
train,35+6 semanas,6
train,radiculopatia sacra,6
train,via pública,4
train,Colestasis parto,6
train,anexectomia izquierda,5
train,Eco Gine,4
train,placenta previa hemorragia,5
train,obesitat mòrbida,9
train,Alérgico a Penicilina,7
train,ECOabd,5
train,Diabetes gestacional insulina,5
train,absceso de herida quirúrgica,6
train,anémia sang,7
train,hemangioma hepatico,4
train,MCP,3
train,Derrame pleural derecho,5
train,AC XFA,5
train,Discopatia cervical,5
train,fractura de pilon tibial izquierdo,8
train,ecografia trasfontanelar,7
train,Alergia al melocotón,6
train,colección en pared abdominal,6
train,Estancamiento pondoestatural 2,9
train,ECOGRAFÍA TV: Útero,6
train,Quemadura 3 pierna derecha,7
train,"Cordón: Sección Tardía , Características Corto",12
train,Artralgias,4
train,hernia discal L2- L3,9
train,Alergia a clavulánico,5
train,SOP part,4
train,obesitat part,6
train,SALPINGUECTOMÍA BILATERAL LAPAROSCOPICA,14
train,Hipotiroidismo part,4
train,rotura prematura de membranas,6
train,linfadenectomía para-aórtica,7
train,Cándidiasis vaginal parto,6
train,visión borrosa,4
train,Ca de endometrio,5
train,linfadenectomia PÉLVICA,8
train,colapso pulmon,4
train,Artrosis de rodillas,5
train,hernia inguinal derecha,5
train,fútbol,3
train,Quiste hepático,4
train,Intolerancia a la Lactosa parto,8
train,canabis part,6
train,anemia aguda,4
train,Hemorroide pp,6
train,Anemia part,4
train,quemadura 2 Cuello,5
train,QUERATORIS SEBORREICA,11
train,Impactacion fecal,6
train,Gestación bicorial biamniótica,10
train,tumorectomia mamaria izquierda,6
train,CATARATA,6
train,OSTEOPÈNIA,6
train,Nalgas gemelo,5
train,mioma PARTO,5
train,Ventilació mecànica no invasiva,10
train,CROMOPERTUBACIÓN,9
train,intolerancia a la lactosa,6
train,QUISTECTOMÍA OVÁRICA DERECHA LAPAROSCÓPICA,19
train,Hemoglobinopatía,5
train,40 rn,5
train,ANEXECTOMÍA BILATERAL,7
train,Incontinencia urinaria de urgencia,6
train,ectasia piélica izquierda,6
train,Klebsiellapneumoniae,7
train,FIBROMA OVARIO DERECHO,8
train,Ex tabaquismo,4
train,obesitat 3t,7
train,Bebedor,3
train,cistectomía radical lap,7
train,desgarro tipo I,5
train,fumador parto,4
train,Alérgica a amoxicilina,6
train,rhinovirus,5
train,escoliosis part,4
train,emld,5
train,EXPANSOR MAMA iZQUIERDa,12
train,antibióico,4
train,disfonía,3
train,Nódulo suprarrenal izquierdo,5
train,Enantyum,3
train,afectación ganglionar,4
train,historia Carcinoma vesical,5
train,Transfusión plaquetas,4
train,enterobacter cloacae,7
train,sinusitis aguda,4
train,hernia discal L5-S1 parto,10
train,Hipertensión ocular,4
train,TRANSAMINASES ELEVADES,10
train,hipotiroidismo postquirúrgico parto,5
train,TaC toracico,5
train,Cirrosis hepática por VHC,6
train,alcalosi respiratòria,6
train,Obesidad parto,4
train,HISTERECTOMÍA TOTAL lap,9
train,duplicidad renal,5
train,ICC,3
train,Rh negativo,4
train,Dolor abdominal,4
train,infarto crónico,4
train,Hipercolsterolemia,7
train,SALPINGUECTOMIA geu izq lap,13
train,Punción lumbar,4
train,mcp,4
train,Alérgica a amoxicilina,6
train,Historia de Ca espinocelular,7
train,neo vesical,4
train,Rotura prematura de membranas,6
train,Sepsis e.coli,6
train,Hepatocarcinoma,4
train,v1551,5
train,ALERGIA A NOLOTIL,7
train,Riñones poliquísticos,5
train,dga 1,5
train,tiroides parto,4
train,Hipoacusia IZQUIERDA,4
train,a NEGATIVO,4
train,Factor V Leyden parto,7
train,Pseudofaquia AO,6
train,historia parto prematuridad,5
train,amo,3
train,GS O RH:positivo,7
train,anti-D JOSE,7
train,mtx gangli axila,6
train,hemorragia digestiva alta,5
train,mioma subseroso part,7
train,MIGRAÑA part,6
train,VPH,3
train,j42,4
train,Alérgica al niquel,7
train,Pseudomonas,3
train,Avortament diferit,7
train,eventroplastia,5
train,ca mama csi,6
train,Convulsión febril,6
train,radiografía de tórax.,6
train,TDAH,3
train,Taquicardia supraventricular parto,5
train,Cuerpo extraño bronquio,5
train,ALERGIA A BETALACTAMICOS,9
train,leucocitosis rn,5
train,Hipoacusia neurosensorial bilateral,5
train,Dermatitis Atópica parto,6
train,Covid19 negativos,5
train,HPV parto,4
train,pretérmino,3
train,Fibroleiomioma,7
train,vaciamiento ganglionar,4
train,Mastectomía derecha,5
train,niña,3
train,TOC part,4
train,ca mam bilateral,5
train,Rinitis parto,5
train,Obesidad morbida,5
train,Obesidad anteparto,5
train,alcoholismo,3
train,nefritis tubulointersticial,7
train,amigdalitis,3
train,Síndrome de fatiga crónica,6
train,Salpingooforectomia bilateral,9
train,Alergia AINES,4
train,carcinoma mama derecha,5
train,sonda uretral,4
train,Esquizofrenia,3
train,TAC Abdomen,4
train,CDI MAMA DERECHA,6
train,Celulitis submandibular,4
train,Coronariografía 2,5
train,Síndrome de apnea-hipopnea del sueño,10
train,ALERGIA: PENICILINA,6
train,Fibril·lació auricular,8
train,Fractura diafisaria de fémur,7
train,hta puerperal,5
train,pielonefritis del injerto,5
train,ALERGIA AL LATEX,6
train,tumorectomia MAMA IZQUIERDA,7
train,V13.67,6
train,Acondroplasia,5
train,CUMS,4
train,estreptococo positivo,4
train,contusión pulmonar bilateral,5
train,Hiperlipemia part,5
train,corioamnionitis,7
train,adherencias part,4
train,ANEXECTOMIA DERECHA LAPAROSCOPIA,12
train,Faringitis de repetición,6
train,TAC crani,5
train,Neumonia COVID parto,5
train,OBESIDAD MÓRBIDA parto,10
train,Nefroureterectomia,6
train,abceso cuello,5
train,sondaje vesical con sonda,6
train,candidiasis vaginal part,5
train,Corynebacterium,6
train,oxigenoterapia,3
train,exPrematuro,6
train,Arco aortico,5
train,Migraña parto,4
train,trasplant,4
train,ILE por Trisomia,7
train,leucocitosis con neutrofilia,5
train,Dolores torácico atípicos,5
train,colesterol,3
train,metrorragia postmenopaúsica,7
train,Litiasis renal.,5
train,bloqueo de rama derecha,6
train,fibroma ovario,5
train,HIV part,4
train,dm anteparto,6
train,alcalosis,3
train,ADENOCARCINOMA ACINAR,8
train,fascitis necrotizante,4
train,desgarro CLITORIS,6
train,Fibrosis quística pulmon,5
train,POLIPOSIS NASAL,7
train,Litiasis renales derechas,5
train,laringomalacia,4
train,Hipertensión Insuficiencia cardíaca Insuficiencia renal crónica,8
train,Quiste de cuerpo lúteo,7
train,Estapedectomía izquierda,7
train,Mutación del Factor V de Leiden,10
train,Hiperactividad bronquial,4
train,Actelèctasia,6
train,MALPOSICION FETAL,8
train,PREECLAMPSIA GRAVE,8
train,llenado mama,4
train,Lisencefalia,5
train,neutropenia post qt,6
train,hipovolemia,3
train,MIOMECTOMÍA LAPAROSCÓPICA,13
train,epigastralgia,3
train,Vaginoitis parto,6
train,exantema,3
train,Hiperpotasemia,4
train,cistoprostatectomía radical laparoscopica,11
train,Sinusitis,5
train,Herpes oftálmico,5
train,Insuficiencia cardíaca,4
train,Otitis serosa crónica bilateral,6
train,Artritis gotosa,5
train,40 +4 semanas,6
train,hipotoroidismo,5
train,anèmia normocítica,6
train,Morganella morganii,7
train,FIBROADENOMA,7
train,mtx axilares,5
train,hta icc irc,8
train,aftas,3
train,CIRCUNCISIÓN,7
train,Grupo y Rh materno A positivo,8
train,Quiste cortical renal,5
train,expansor mama izquierda,6
train,asma parto,4
train,ansiedad generalizada,4
train,Infart de miocardi sense elevació del segment ST,13
train,IMC:46,5
train,macroglosia congenita,8
train,Artrosi,5
train,mastectomía bilateral,4
train,HPV PARTO,5
train,Portadora de DIU,5
train,Linfadenectomía para-aórtica,9
train,rx humero derecho,6
train,Grupo sanguíneo: O Rh negativo,8
train,HIPERTIROIDISMO AUTOINMUNE,11
train,Ca ovario,4
train,anexectomia derecha. via laparoscopico,10
train,salpingitis aguda,6
train,Alergia a ácaros,5
train,anemia 3t,5
train,Crisis epilépticas,4
train,accdient,6
train,Macrocitosis,4
train,Ciprofloxacino,3
train,ILE por trisomía,6
train,BSGC i,6
train,Fumadora 1t,5
train,Cardiopatía congénita corregida,5
train,39+0 semans,7
train,Disfonia,5
train,TRAUMATISME,5
train,reseccion de recto-sigma,9
train,CA prostata,5
train,degarro vulvar,5
train,rpm pp 1,5
train,Acúfeno bilateral,6
train,legrado aborto,5
train,Anemia ferropenia,4
train,40 +3 semanas,6
train,BRIHH,4
train,ooforitis,6
train,Grupo sanguíneo: A+,7
train,Ecocardiograma transtorácico,4
train,POLIHIDRAMNIOS,7
train,HBP,3
train,duplicidad renal part,6
train,40 sem,4
train,via central,4
train,afasia,3
train,Desgarro IIIB,6
train,sinovitis rodilla izq,5
train,Reflux esofàgic,7
train,Morganella Morganii,6
train,HTA gestacional anteparto,6
train,Catarro vies altes,8
train,LUXACIÓN PTC DERECHA,8
train,vacuum,4
train,Hemangioma,5
train,Fractura subcapital de fémur izquierdo,9
train,Injecció intravítrea,8
train,pérdida de peso,5
train,Amenorrea: 41 +,8
train,carcinomatosis peritoneal,5
train,Trastorno Adaptativo,5
train,Carcinoma Ductal infiltrante,7
train,doble anexectomía lap,7
train,cervicitis crónica,6
train,APENDICECTOMÍA,7
train,alergia a metales,5
train,ca mama bilaterl,7
train,GS: O+.,6
train,absceso retrofaringeo,6
train,les,3
train,vomitar,3
train,Desgarro IIIA,6
train,Febre rn,6
train,mal cumplimiento terapéutico,5
train,migrañas sin aura parto,6
train,empeoramiento de la función renal,7
train,Gammapatía monoclonal,5
train,nefrostomía dreta,4
train,obesidad morbida parto,6
train,Gonastrosis bilateral,6
train,Gammaglobulina anti-D,7
train,absceso perianal,4
train,Absceso mama,4
train,hipernatremia,4
train,quistes hepaticos,5
train,miringotomía bilateral,6
train,ILE por trisomia 21,8
train,metrorragia 2t,5
train,ANEMIA FERROPÉNICA,8
train,TNE,4
train,TaC abd,5
train,Hipotiroidisimo parto,7
train,neumonía neumocócica,4
train,espátulas,5
train,Foramen oval permeable,6
train,Limfoedema,5
train,hipotoroidismo anteparto,7
train,Ca mama izq,5
train,Metrorragia parto,5
train,nefrostomía derecha,4
train,HTA,3
train,piernas inquietas,4
train,Depresión parto,4
train,Grupo 0 Positivo,5
train,extracción de diu,6
train,MIGRAÑA part,6
train,Extracción de DIU,5
train,hematoma subcutáneo no traumatico,7
train,quistectomia ovario,5
train,gentamicina,3
train,hiperparatiroidismo,3
train,Incompatibilidad RH,5
train,vitrectomies od,7
train,Carcinoma Ductal Infiltrante,8
train,Anemia de enfermedad crónica,6
train,MASTITIS MAMA IZQUIERDA,7
train,Neuritis óptica,5
train,Anti- D,5
train,Piel atópica,4
train,EMG,3
train,prótesis de cadera derecha,6
train,hidrocortisona,3
train,AC x FA,5
train,AngioTAC torácico,5
train,hipertrigliceridemia,3
train,Claudicación intermitente,5
train,polipo endometrio,5
train,Espasmes del plor,7
train,HTA irc ICC,6
train,GS: 0 Rh positivo,7
train,ABORTO DIFERIDO,7
train,Covid Parto,4
train,Cesárea,3
train,colposacropexia,5
train,Craneofaringioma,6
train,llenado intraoperatorio,4
train,Cerclaje cervical,5
train,mtx osea,5
train,insuficiencia venosa parto,5
train,polipectomia,5
train,Cirugia endoscopica nasosinusal,9
train,hemibloqueo anterior,5
train,Mastopatía fibroquística,7
train,Enfermedad inflamatori pélvica,6
train,itu 3t,6
train,NEFROURETERECTOMÍA DERECHA LAPAROSCÓPICA,16
train,Grupo sanguíneo B Rh positivo,7
train,ansioso part,4
train,IMC 48,4
train,Historia de Adenocarcinoma de próstata,7
train,Miopía magna,5
train,Ecografia via urinària,7
train,Abscés vulvar,5
train,Hipospàdies,7
train,Hiperglucemia,4
train,diálisis,3
train,E78.00,6
train,Ooforectomia,6
train,NST) sospechoso,6
train,fumadora 2t,5
train,convulsion febril,5
train,resección de sigma,5
train,crisis tónico-clónica,7
train,Ex Fumadora,4
train,historia ca mama,5
train,Grupo sanguineo materno A rh positivo,9
train,Alergias contraste iodado,6
train,INSOMNI,5
train,shock tóxico estreptocóccico,8
train,Polipo endometrial,5
train,seroma postquirúrgico,5
train,marihuana,3
train,brd,4
train,Hernia de Hiato. -,9
train,lordosis lumbar,5
train,OSAS,4
train,Puncion folicular,5
train,GS B RH +,6
train,linfadenectomia paraaortica,8
train,cesarea ant,5
train,IMC &gt;40) -,10
train,Hemorroides internas,6
train,cardiologia parto,5
train,laparoscòpica,6
train,Fascitis plantar,5
train,historia polipos colon,6
train,EMBOLIZACION arterias uterinas,7
train,vómito,3
train,Angio TC torácico,5
train,sd Sjögren,4
train,TEP,3
train,hierro,3
train,Hipertension arterial,5
train,R51.9,6
train,desgaroo 1 grado,6
train,Pectus excavatum corregido,8
train,38+3semanas,7
train,fibromialgia part,4
train,GsrH: A positivo,9
train,insuficiencia mitral reumatica,6
train,prótesis rodilla,4
train,: O+,6
train,Amniocentesis,5
train,sgb +,6
train,enf parto,4
train,Fumadora,3
train,Liquen,4
train,Fisura palatina,5
train,ENTEROCOCO,6
train,ÚTERO POLIMIOMATOSO,9
train,Càlcul renal,6
train,Quiste tiroideos parto,5
train,Portadora DIU,4
train,cesareas anteriores,5
train,nefrectomía parcial derecha laparoscópica,6
train,quimioterapia,3
train,síndrome de Noonan,5
train,Deficiencia vitamina D,5
train,HEMANGIOMAS HEPÁTICOS,10
train,Probable virasis,5
train,hombro doloroso,4
train,Desgarro,4
train,Pseudomona aeruginosa,5
train,Infertilidad,4
train,V10.83,6
train,DLP,3
train,Acné papulopustuloso,9
train,RPM anteparto,6
train,PCR SARS-CoV-2: Negativo,10
train,fibrilación auricular,4
train,Síndrome ansioso,4
train,Caigudes repetides,6
train,40+2 semanas,6
train,Sangrado post- conizacion,7
train,insulinoterapia,4
train,37+0 semanas,6
train,Esterilización tubárica,7
train,Absceso tubo-ovárico,7
train,encefalomalacia,4
train,v133,4
train,líquido ascítico,5
train,antibiótica,3
train,HELLP,5
train,hta + ERC 4,7
train,Ürticaria crónica,7
train,Obesidad mórbida part,5
train,vomits,4
train,Ecografia d'abdomen,7
train,PCR SARS CoV-2: Negativa,10
train,ca in situ mama,6
train,Artropatía,4
train,Legrado evacuador obstétrico,7
train,Laceracion periuretral,7
train,Granulomas hepaticos,7
train,E faecalis,4
train,retraso de crecimiento intrauterino,6
train,BMN,4
train,Cistocele,5
train,cistitis aguda,4
train,Alergia al nolotil,5
train,Bacteriemia,4
train,Dilatación laringe,4
train,IMC 43,4
train,historia ca cèrvix,7
train,hernia umbilical,4
train,intolerancia hidratos de carbono parto,7
train,absceso renal,4
train,Malformación arteriovenosa cerebral,6
train,III plano OIDA,6
train,eritema nodoso parto,6
train,Miomas uterinos,5
train,Alergia a penicilinas,5
train,policaries,4
train,Poliposis nasal,5
train,Hepatitis C part,5
train,Torsión testicular,5
train,ira,3
train,Neoplasia,3
train,tabaco parto,4
train,ansiso depresivo,5
train,Prurito,4
train,gonalgia derecha,5
train,FUMADORA part,6
train,Displasia renal,5
train,nódulos tiroideos,4
train,Rx senos,4
train,dolor crónica,4
train,ALERGIA A CONTRASTES YODADOS,10
train,celíaca part,4
train,V13.09,6
train,hernia de hiato parto,6
train,Ciatalgia,5
train,ENDOMETRIOSIS DEL OVARIO,10
train,GsRh A positivo,8
train,Empeoramiento de la función renal,7
train,Parto DE NALGAS,7
train,PLASTIA ANTERIOR,5
train,TAC abdominal con contraste,6
train,Secuestro esplénico,5
train,Liquen escleroatrófico,7
train,TUMORECTOMÍA MAMA IZQUIERDA,9
train,cuerpo exttraño en faringe,9
